STATE00,COUNTY00,TRACT00,GEOID00,POP00,HU00,PART00,AREA00,AREALAND00,STATE10,COUNTY10,TRACT10,GEOID10,POP10,HU10,PART10,AREA10,AREALAND10,AREAPT,AREALANDPT,AREAPCT00PT,AREALANDPCT00PT,AREAPCT10PT,AREALANDPCT10PT,POP10PT,POPPCT00,POPPCT10,HU10PT,HUPCT00,HUPCT10
42,017,104702,42017104702,2675,1258,P,1413106,1413106,42,017,104702,42017104702,2649,1249,P,1417470,1417470,1405246,1405246,99.44,99.44,99.14,99.14,2649,99.03,100.00,1249,99.28,100.00
42,017,104703,42017104703,2328,969,P,2208050,2204659,42,017,104601,42017104601,4766,1777,P,13424405,13251874,21852,21852,0.99,0.99,0.16,0.16,0,0.00,0.00,0,0.00,0.00
42,017,104703,42017104703,2328,969,P,2208050,2204659,42,017,104603,42017104603,6969,2212,P,15383587,14960755,16261,16261,0.74,0.74,0.11,0.11,4,0.17,0.06,2,0.21,0.09
42,017,104703,42017104703,2328,969,P,2208050,2204659,42,017,104703,42017104703,2342,976,P,2208790,2205399,2169937,2166546,98.27,98.27,98.24,98.24,2324,99.83,99.23,967,99.79,99.08
42,017,104800,42017104800,3154,970,P,3180428,3168650,42,017,102002,42017102002,2726,986,P,21750731,20458770,5180,5180,0.16,0.16,0.02,0.03,0,0.00,0.00,0,0.00,0.00
42,017,104800,42017104800,3154,970,P,3180428,3168650,42,017,102004,42017102004,4407,1851,P,5325348,5253316,14740,10329,0.46,0.33,0.28,0.20,0,0.00,0.00,0,0.00,0.00
42,017,104800,42017104800,3154,970,P,3180428,3168650,42,017,104603,42017104603,6969,2212,P,15383587,14960755,16808,16808,0.53,0.53,0.11,0.11,0,0.00,0.00,0,0.00,0.00
42,017,104800,42017104800,3154,970,P,3180428,3168650,42,017,104604,42017104604,5824,2644,P,11338022,11130065,14556,14459,0.46,0.46,0.13,0.13,2,0.06,0.03,1,0.10,0.04
42,017,104800,42017104800,3154,970,P,3180428,3168650,42,017,104800,42017104800,3152,969,P,3133400,3126089,3129144,3121874,98.39,98.52,99.86,99.87,3152,99.94,100.00,969,99.90,100.00
42,017,104901,42017104901,7733,2481,P,11096682,10999744,42,017,101610,42017101610,4785,1772,P,4788016,4736647,7710,5681,0.07,0.05,0.16,0.12,4,0.05,0.08,2,0.08,0.11
42,017,104901,42017104901,7733,2481,P,11096682,10999744,42,017,104601,42017104601,4766,1777,P,13424405,13251874,71494,70806,0.64,0.64,0.53,0.53,52,0.67,1.09,14,0.56,0.79
42,017,104901,42017104901,7733,2481,P,11096682,10999744,42,017,104901,42017104901,7677,2465,W,11017478,10923257,11017478,10923257,99.29,99.30,100.00,100.00,7677,99.28,100.00,2465,99.36,100.00
42,017,104902,42017104902,6760,2776,P,17570977,17308294,42,017,104902,42017104902,6760,2776,P,17762146,17494155,17555376,17292693,99.91,99.91,98.84,98.85,6760,100.00,100.00,2776,100.00,100.00
42,017,104902,42017104902,6760,2776,P,17570977,17308294,42,017,105008,42017105008,3610,1229,P,16361309,16252673,15601,15601,0.09,0.09,0.10,0.10,0,0.00,0.00,0,0.00,0.00
42,017,105003,42017105003,4968,1727,P,12559836,12413681,42,017,105003,42017105003,4968,1727,P,12563198,12413165,12556340,12413165,99.97,100.00,99.95,100.00,4968,100.00,100.00,1727,100.00,100.00
42,017,105003,42017105003,4968,1727,P,12559836,12413681,42,017,105100,42017105100,2995,1088,P,25324835,25128452,3496,516,0.03,0.00,0.01,0.00,0,0.00,0.00,0,0.00,0.00
42,017,105004,42017105004,5595,1876,P,9477900,8772704,42,017,101404,42017101404,2420,898,P,3159351,3158110,10903,10903,0.12,0.12,0.35,0.35,0,0.00,0.00,0,0.00,0.00
42,017,105004,42017105004,5595,1876,P,9477900,8772704,42,017,105004,42017105004,5595,1876,W,9466997,8761801,9466997,8761801,99.88,99.88,100.00,100.00,5595,100.00,100.00,1876,100.00,100.00
42,017,105006,42017105006,5908,1965,P,9439353,9365469,42,017,101403,42017101403,5560,2152,P,4781634,4684623,6999,6567,0.07,0.07,0.15,0.14,5,0.08,0.09,2,0.10,0.09
42,017,105006,42017105006,5908,1965,P,9439353,9365469,42,017,101404,42017101404,2420,898,P,3159351,3158110,13838,13838,0.15,0.15,0.44,0.44,2,0.03,0.08,1,0.05,0.11
42,017,105006,42017105006,5908,1965,P,9439353,9365469,42,017,105006,42017105006,5901,1962,P,9418734,9345179,9418516,9345064,99.78,99.78,100.00,100.00,5901,99.88,100.00,1962,99.85,100.00
42,017,105007,42017105007,8583,2881,P,10375520,10368036,42,017,105008,42017105008,3610,1229,P,16361309,16252673,7107,7107,0.07,0.07,0.04,0.04,6,0.07,0.17,1,0.03,0.08
42,017,105007,42017105007,8583,2881,P,10375520,10368036,42,017,105012,42017105012,2673,947,W,3120828,3120828,3120828,3120828,30.08,30.10,100.00,100.00,2673,31.14,100.00,947,32.87,100.00
42,017,105007,42017105007,8583,2881,P,10375520,10368036,42,017,105013,42017105013,5904,1933,W,7247585,7240101,7247585,7240101,69.85,69.83,100.00,100.00,5904,68.79,100.00,1933,67.09,100.00
42,017,105008,42017105008,3604,1228,P,16421268,16315641,42,017,104902,42017104902,6760,2776,P,17762146,17494155,86562,85676,0.53,0.53,0.49,0.49,0,0.00,0.00,0,0.00,0.00
42,017,105008,42017105008,3604,1228,P,16421268,16315641,42,017,105008,42017105008,3610,1229,P,16361309,16252673,16334706,16229965,99.47,99.47,99.84,99.86,3604,100.00,99.83,1228,100.00,99.92
42,017,105009,42017105009,3507,1727,W,2592169,2591674,42,017,105009,42017105009,3507,1727,W,2592169,2591674,2592169,2591674,100.00,100.00,100.00,100.00,3507,100.00,100.00,1727,100.00,100.00
42,017,105010,42017105010,4009,1548,W,3143923,3115141,42,017,105010,42017105010,4009,1548,P,3144095,3115141,3143923,3115141,100.00,100.00,99.99,100.00,4009,100.00,100.00,1548,100.00,100.00
42,017,105011,42017105011,3559,1325,W,3741717,3671397,42,017,105011,42017105011,3559,1325,W,3741717,3671397,3741717,3671397,100.00,100.00,100.00,100.00,3559,100.00,100.00,1325,100.00,100.00
42,017,105100,42017105100,3003,1091,P,25658762,25449795,42,017,104502,42017104502,7202,3022,P,49276546,49028241,102162,98413,0.40,0.39,0.21,0.20,0,0.00,0.00,0,0.00,0.00
42,017,105100,42017105100,3003,1091,P,25658762,25449795,42,017,104902,42017104902,6760,2776,P,17762146,17494155,69819,68932,0.27,0.27,0.39,0.39,0,0.00,0.00,0,0.00,0.00
42,017,105100,42017105100,3003,1091,P,25658762,25449795,42,017,105003,42017105003,4968,1727,P,12563198,12413165,6858,0,0.03,0.00,0.05,0.00,0,0.00,0.00,0,0.00,0.00
42,017,105100,42017105100,3003,1091,P,25658762,25449795,42,017,105008,42017105008,3610,1229,P,16361309,16252673,3895,0,0.02,0.00,0.02,0.00,0,0.00,0.00,0,0.00,0.00
42,017,105100,42017105100,3003,1091,P,25658762,25449795,42,017,105100,42017105100,2995,1088,P,25324835,25128452,25321339,25127936,98.68,98.74,99.99,100.00,2995,99.73,100.00,1088,99.73,100.00
42,017,105100,42017105100,3003,1091,P,25658762,25449795,42,017,105207,42017105207,4778,1923,P,3809805,3805791,43739,43739,0.17,0.17,1.15,1.15,2,0.07,0.04,1,0.09,0.05
42,017,105100,42017105100,3003,1091,P,25658762,25449795,42,017,105400,42017105400,8190,3100,P,56460459,55037065,110950,110775,0.43,0.44,0.20,0.20,6,0.20,0.07,2,0.18,0.06
42,017,105202,42017105202,5284,2335,P,6295099,6242668,42,017,100808,42017100808,5254,2111,P,9899843,9172813,41163,40479,0.65,0.65,0.42,0.44,5,0.09,0.10,2,0.09,0.09
42,017,105202,42017105202,5284,2335,P,6295099,6242668,42,017,105010,42017105010,4009,1548,P,3144095,3115141,172,0,0.00,0.00,0.01,0.00,0,0.00,0.00,0,0.00,0.00
42,017,105202,42017105202,5284,2335,P,6295099,6242668,42,017,105202,42017105202,5278,2334,P,6532664,6479405,6251268,6199693,99.30,99.31,95.69,95.68,5277,99.87,99.98,2332,99.87,99.91
42,017,105202,42017105202,5284,2335,P,6295099,6242668,42,017,105300,42017105300,2248,1027,P,1436143,1435520,2496,2496,0.04,0.04,0.17,0.17,2,0.04,0.09,1,0.04,0.10
42,017,105203,42017105203,2044,734,P,8499479,8411840,42,017,105203,42017105203,2044,734,P,8492905,8405266,8489347,8401708,99.88,99.88,99.96,99.96,2044,100.00,100.00,734,100.00,100.00
42,017,105203,42017105203,2044,734,P,8499479,8411840,42,017,105300,42017105300,2248,1027,P,1436143,1435520,10132,10132,0.12,0.12,0.71,0.71,0,0.00,0.00,0,0.00,0.00
42,017,105204,42017105204,11977,4549,P,15969100,15905190,42,017,105206,42017105206,4835,1892,P,7114354,7103935,7096248,7085829,44.44,44.55,99.75,99.75,4833,40.35,99.96,1891,41.57,99.95
42,017,105204,42017105204,11977,4549,P,15969100,15905190,42,017,105207,42017105207,4778,1923,P,3809805,3805791,3766066,3762052,23.58,23.65,98.85,98.85,4776,39.88,99.96,1922,42.25,99.95
42,017,105204,42017105204,11977,4549,P,15969100,15905190,42,017,105208,42017105208,2364,735,P,5073922,5024445,5072431,5022954,31.76,31.58,99.97,99.97,2364,19.74,100.00,735,16.16,100.00
42,017,105204,42017105204,11977,4549,P,15969100,15905190,42,017,105300,42017105300,2248,1027,P,1436143,1435520,25992,25992,0.16,0.16,1.81,1.81,4,0.03,0.18,1,0.02,0.10
42,017,105204,42017105204,11977,4549,P,15969100,15905190,42,017,105508,42017105508,3708,1140,P,10037851,9769510,8363,8363,0.05,0.05,0.08,0.09,0,0.00,0.00,0,0.00,0.00
42,017,105300,42017105300,2242,1025,P,1407760,1407137,42,017,105203,42017105203,2044,734,P,8492905,8405266,3558,3558,0.25,0.25,0.04,0.04,0,0.00,0.00,0,0.00,0.00
42,017,105300,42017105300,2242,1025,P,1407760,1407137,42,017,105206,42017105206,4835,1892,P,7114354,7103935,5188,5188,0.37,0.37,0.07,0.07,0,0.00,0.00,0,0.00,0.00
42,017,105300,42017105300,2242,1025,P,1407760,1407137,42,017,105208,42017105208,2364,735,P,5073922,5024445,1491,1491,0.11,0.11,0.03,0.03,0,0.00,0.00,0,0.00,0.00
42,017,105300,42017105300,2242,1025,P,1407760,1407137,42,017,105300,42017105300,2248,1027,P,1436143,1435520,1397523,1396900,99.27,99.27,97.31,97.31,2242,100.00,99.73,1025,100.00,99.81
42,017,105400,42017105400,8182,3097,P,56201439,54778220,42,017,105400,42017105400,8190,3100,P,56460459,55037065,56201299,54778080,100.00,100.00,99.54,99.53,8182,100.00,99.90,3097,100.00,99.90
42,017,105400,42017105400,8182,3097,P,56201439,54778220,42,017,105508,42017105508,3708,1140,P,10037851,9769510,140,140,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00
42,017,105501,42017105501,8293,2684,P,20994542,20562110,42,017,100809,42017100809,5774,2104,P,7922864,7819235,50467,50467,0.24,0.25,0.64,0.65,47,0.57,0.81,1,0.04,0.05
42,017,105501,42017105501,8293,2684,P,20994542,20562110,42,017,105202,42017105202,5278,2334,P,6532664,6479405,76738,75054,0.37,0.37,1.17,1.16,0,0.00,0.00,0,0.00,0.00
42,017,105501,42017105501,8293,2684,P,20994542,20562110,42,017,105206,42017105206,4835,1892,P,7114354,7103935,12918,12918,0.06,0.06,0.18,0.18,2,0.02,0.04,1,0.04,0.05
42,017,105501,42017105501,8293,2684,P,20994542,20562110,42,017,105508,42017105508,3708,1140,P,10037851,9769510,10029348,9761007,47.77,47.47,99.92,99.91,3708,44.71,100.00,1140,42.47,100.00
42,017,105501,42017105501,8293,2684,P,20994542,20562110,42,017,105509,42017105509,4534,1541,P,10826007,10666775,10814932,10655700,51.51,51.82,99.90,99.90,4534,54.67,100.00,1541,57.41,100.00
42,017,105501,42017105501,8293,2684,P,20994542,20562110,42,017,105600,42017105600,2434,1218,P,2643077,2417491,10139,6964,0.05,0.03,0.38,0.29,2,0.02,0.08,1,0.04,0.08
42,017,105503,42017105503,8941,4120,P,7590788,7566591,42,017,100809,42017100809,5774,2104,P,7922864,7819235,71779,70708,0.95,0.93,0.91,0.90,1,0.01,0.02,1,0.02,0.05
42,017,105503,42017105503,8941,4120,P,7590788,7566591,42,017,105510,42017105510,4748,2631,P,2998738,2994547,2988306,2984115,39.37,39.44,99.65,99.65,4748,53.10,100.00,2631,63.86,100.00
42,017,105503,42017105503,8941,4120,P,7590788,7566591,42,017,105511,42017105511,4192,1488,P,4531212,4512277,4530703,4511768,59.69,59.63,99.99,99.99,4192,46.89,100.00,1488,36.12,100.00
42,017,105505,42017105505,3981,1521,P,5691562,5112273,42,017,105505,42017105505,3981,1521,P,5686876,5115952,5677865,5107532,99.76,99.91,99.84,99.84,3981,100.00,100.00,1521,100.00,100.00
42,017,105505,42017105505,3981,1521,P,5691562,5112273,42,017,105704,42017105704,6210,2757,P,2708981,2633295,13697,4741,0.24,0.09,0.51,0.18,0,0.00,0.00,0,0.00,0.00
42,017,105506,42017105506,4172,1302,P,5807876,5803716,42,017,105506,42017105506,4172,1302,P,5797347,5793187,5793820,5789660,99.76,99.76,99.94,99.94,4172,100.00,100.00,1302,100.00,100.00
42,017,105506,42017105506,4172,1302,P,5807876,5803716,42,017,105600,42017105600,2434,1218,P,2643077,2417491,14056,14056,0.24,0.24,0.53,0.58,0,0.00,0.00,0,0.00,0.00
42,017,105507,42017105507,7181,2544,P,7432299,7388087,42,017,105507,42017105507,7224,2561,P,7477644,7433432,7427784,7383572,99.94,99.94,99.33,99.33,7181,100.00,99.40,2544,100.00,99.34
42,017,105507,42017105507,7181,2544,P,7432299,7388087,42,017,105704,42017105704,6210,2757,P,2708981,2633295,130,130,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00
42,017,105507,42017105507,7181,2544,P,7432299,7388087,42,017,105801,42017105801,6346,2416,P,8964301,8947441,4385,4385,0.06,0.06,0.05,0.05,0,0.00,0.00,0,0.00,0.00
42,017,105600,42017105600,2432,1217,P,2645658,2422656,42,017,105505,42017105505,3981,1521,P,5686876,5115952,9011,8420,0.34,0.35,0.16,0.16,0,0.00,0.00,0,0.00,0.00
42,017,105600,42017105600,2432,1217,P,2645658,2422656,42,017,105506,42017105506,4172,1302,P,5797347,5793187,3527,3527,0.13,0.15,0.06,0.06,0,0.00,0.00,0,0.00,0.00
42,017,105600,42017105600,2432,1217,P,2645658,2422656,42,017,105507,42017105507,7224,2561,P,7477644,7433432,3163,3163,0.12,0.13,0.04,0.04,0,0.00,0.00,0,0.00,0.00
42,017,105600,42017105600,2432,1217,P,2645658,2422656,42,017,105509,42017105509,4534,1541,P,10826007,10666775,11075,11075,0.42,0.46,0.10,0.10,0,0.00,0.00,0,0.00,0.00
42,017,105600,42017105600,2432,1217,P,2645658,2422656,42,017,105600,42017105600,2434,1218,P,2643077,2417491,2618882,2396471,98.99,98.92,99.08,99.13,2432,100.00,99.92,1217,100.00,99.92
42,017,105702,42017105702,3143,1473,P,2770870,2258392,42,017,105702,42017105702,3143,1473,P,2765941,2257833,2763817,2255709,99.75,99.88,99.92,99.91,3143,100.00,100.00,1473,100.00,100.00
42,017,105702,42017105702,3143,1473,P,2770870,2258392,42,017,105805,42017105805,5650,2531,P,14046993,11670629,2683,2683,0.10,0.12,0.02,0.02,0,0.00,0.00,0,0.00,0.00
42,017,105702,42017105702,3143,1473,P,2770870,2258392,42,017,980000,42017980000,0,0,P,33812545,22670370,4370,0,0.16,0.00,0.01,0.00,0,0.00,0.00,0,0.00,0.00
42,017,105704,42017105704,5584,2428,P,2340040,2273310,42,017,105704,42017105704,6210,2757,P,2708981,2633295,2318776,2252046,99.09,99.06,85.60,85.52,5584,100.00,89.92,2428,100.00,88.07
42,017,105704,42017105704,5584,2428,P,2340040,2273310,42,017,105801,42017105801,6346,2416,P,8964301,8947441,21264,21264,0.91,0.94,0.24,0.24,0,0.00,0.00,0,0.00,0.00
42,017,105801,42017105801,7015,2762,P,9424250,9407485,42,017,100807,42017100807,4208,1777,P,8749230,8704971,15260,15260,0.16,0.16,0.17,0.18,0,0.00,0.00,0,0.00,0.00
42,017,105801,42017105801,7015,2762,P,9424250,9407485,42,017,100809,42017100809,5774,2104,P,7922864,7819235,3288,3288,0.03,0.03,0.04,0.04,0,0.00,0.00,0,0.00,0.00
42,017,105801,42017105801,7015,2762,P,9424250,9407485,42,017,105507,42017105507,7224,2561,P,7477644,7433432,46697,46697,0.50,0.50,0.62,0.63,43,0.61,0.60,17,0.62,0.66
42,017,105801,42017105801,7015,2762,P,9424250,9407485,42,017,105510,42017105510,4748,2631,P,2998738,2994547,6013,6013,0.06,0.06,0.20,0.20,0,0.00,0.00,0,0.00,0.00
42,017,105801,42017105801,7015,2762,P,9424250,9407485,42,017,105511,42017105511,4192,1488,P,4531212,4512277,509,509,0.01,0.01,0.01,0.01,0,0.00,0.00,0,0.00,0.00
42,017,105801,42017105801,7015,2762,P,9424250,9407485,42,017,105702,42017105702,3143,1473,P,2765941,2257833,2124,2124,0.02,0.02,0.08,0.09,0,0.00,0.00,0,0.00,0.00
42,017,105801,42017105801,7015,2762,P,9424250,9407485,42,017,105704,42017105704,6210,2757,P,2708981,2633295,376378,376378,3.99,4.00,13.89,14.29,626,8.92,10.08,329,11.91,11.93
42,017,105801,42017105801,7015,2762,P,9424250,9407485,42,017,105801,42017105801,6346,2416,P,8964301,8947441,8904368,8887603,94.48,94.47,99.33,99.33,6346,90.46,100.00,2416,87.47,100.00
42,017,105801,42017105801,7015,2762,P,9424250,9407485,42,017,105805,42017105805,5650,2531,P,14046993,11670629,69613,69613,0.74,0.74,0.50,0.60,0,0.00,0.00,0,0.00,0.00
42,017,105805,42017105805,5567,2497,P,10788420,8882305,42,017,105801,42017105801,6346,2416,P,8964301,8947441,1464,1369,0.01,0.02,0.02,0.02,0,0.00,0.00,0,0.00,0.00
42,017,105805,42017105805,5567,2497,P,10788420,8882305,42,017,105805,42017105805,5650,2531,P,14046993,11670629,10767517,8866396,99.81,99.82,76.65,75.97,5567,100.00,98.53,2497,100.00,98.66
42,017,105805,42017105805,5567,2497,P,10788420,8882305,42,017,105900,42017105900,1872,789,P,5458524,3926008,19439,14540,0.18,0.16,0.36,0.37,0,0.00,0.00,0,0.00,0.00
42,017,105806,42017105806,83,34,P,36992406,25382049,42,017,105805,42017105805,5650,2531,P,14046993,11670629,3202169,2726926,8.66,10.74,22.80,23.37,83,100.00,1.47,34,100.00,1.34
42,017,105806,42017105806,83,34,P,36992406,25382049,42,017,105900,42017105900,1872,789,P,5458524,3926008,347,347,0.00,0.00,0.01,0.01,0,0.00,0.00,0,0.00,0.00
42,017,105806,42017105806,83,34,P,36992406,25382049,42,017,980000,42017980000,0,0,P,33812545,22670370,33789890,22654776,91.34,89.26,99.93,99.93,0,0.00,0.00,0,0.00,0.00
42,017,105807,42017105807,3435,1549,P,1617343,1615710,42,017,100406,42017100406,3839,1498,P,2799243,2799243,11232,11232,0.69,0.70,0.40,0.40,13,0.38,0.34,5,0.32,0.33
42,017,105807,42017105807,3435,1549,P,1617343,1615710,42,017,100803,42017100803,4706,1725,P,3118955,3118955,17615,17615,1.09,1.09,0.56,0.56,2,0.06,0.04,1,0.06,0.06
42,017,105807,42017105807,3435,1549,P,1617343,1615710,42,017,100805,42017100805,6246,2219,P,3983308,3981482,22134,22134,1.37,1.37,0.56,0.56,0,0.00,0.00,0,0.00,0.00
42,017,105807,42017105807,3435,1549,P,1617343,1615710,42,017,105807,42017105807,3445,1550,P,1569884,1568251,1566362,1564729,96.85,96.84,99.78,99.78,3420,99.56,99.27,1543,99.61,99.55
42,017,105808,42017105808,3507,1416,P,2365990,2365990,42,017,100803,42017100803,4706,1725,P,3118955,3118955,2028,2028,0.09,0.09,0.07,0.07,0,0.00,0.00,0,0.00,0.00
42,017,105808,42017105808,3507,1416,P,2365990,2365990,42,017,105808,42017105808,3507,1416,W,2363962,2363962,2363962,2363962,99.91,99.91,100.00,100.00,3507,100.00,100.00,1416,100.00,100.00
42,017,105809,42017105809,4415,1573,P,3196218,3161040,42,017,100406,42017100406,3839,1498,P,2799243,2799243,22321,22321,0.70,0.71,0.80,0.80,23,0.52,0.60,8,0.51,0.53
42,017,105809,42017105809,4415,1573,P,3196218,3161040,42,017,105809,42017105809,4399,1568,P,3177394,3142216,3173897,3138719,99.30,99.29,99.89,99.89,4392,99.48,99.84,1565,99.49,99.81
42,017,105810,42017105810,2320,880,W,1344853,1214327,42,017,105810,42017105810,2320,880,W,1344853,1214327,1344853,1214327,100.00,100.00,100.00,100.00,2320,100.00,100.00,880,100.00,100.00
42,017,105811,42017105811,6294,2304,P,2305493,2297137,42,017,100407,42017100407,1299,489,P,641597,641597,7206,7206,0.31,0.31,1.12,1.12,18,0.29,1.39,7,0.30,1.43
42,017,105811,42017105811,6294,2304,P,2305493,2297137,42,017,105811,42017105811,6276,2297,P,2314190,2305834,2298287,2289931,99.69,99.69,99.31,99.31,6276,99.71,100.00,2297,99.70,100.00
42,017,105812,42017105812,1777,638,P,852860,802663,42,017,105812,42017105812,1732,623,P,849848,803912,835170,789234,97.93,98.33,98.27,98.17,1732,97.47,100.00,623,97.65,100.00
42,017,105812,42017105812,1777,638,P,852860,802663,42,017,105900,42017105900,1872,789,P,5458524,3926008,17690,13429,2.07,1.67,0.32,0.34,45,2.53,2.40,15,2.35,1.90
42,017,105900,42017105900,1811,769,P,5434609,3895381,42,017,100403,42017100403,2102,829,P,4624458,4119646,15910,2221,0.29,0.06,0.34,0.05,0,0.00,0.00,0,0.00,0.00
42,017,105900,42017105900,1811,769,P,5434609,3895381,42,017,105805,42017105805,5650,2531,P,14046993,11670629,5011,5011,0.09,0.13,0.04,0.04,0,0.00,0.00,0,0.00,0.00
42,017,105900,42017105900,1811,769,P,5434609,3895381,42,017,105812,42017105812,1732,623,P,849848,803912,2380,2380,0.04,0.06,0.28,0.30,0,0.00,0.00,0,0.00,0.00
42,017,105900,42017105900,1811,769,P,5434609,3895381,42,017,105900,42017105900,1872,789,P,5458524,3926008,5393023,3870175,99.23,99.35,98.80,98.58,1811,100.00,96.74,769,100.00,97.47
42,017,105900,42017105900,1811,769,P,5434609,3895381,42,017,980000,42017980000,0,0,P,33812545,22670370,18285,15594,0.34,0.40,0.05,0.07,0,0.00,0.00,0,0.00,0.00
42,019,902100,42019902100,2280,1211,P,1055951,1055951,42,019,902100,42019902100,2290,1216,P,1065179,1065179,1054415,1054415,99.85,99.85,98.99,98.99,2280,100.00,99.56,1211,100.00,99.59
42,019,902100,42019902100,2280,1211,P,1055951,1055951,42,019,902900,42019902900,1960,837,P,8112936,8112936,1536,1536,0.15,0.15,0.02,0.02,0,0.00,0.00,0,0.00,0.00
42,019,902200,42019902200,1971,1024,P,1406360,1406360,42,019,902200,42019902200,1980,1031,P,1401173,1401173,1386553,1386553,98.59,98.59,98.96,98.96,1971,100.00,99.55,1024,100.00,99.32
42,019,902200,42019902200,1971,1024,P,1406360,1406360,42,019,902900,42019902900,1960,837,P,8112936,8112936,19807,19807,1.41,1.41,0.24,0.24,0,0.00,0.00,0,0.00,0.00
42,019,902300,42019902300,3568,1606,P,1756643,1756643,42,019,902300,42019902300,3573,1607,P,1759113,1759113,1735118,1735118,98.77,98.77,98.64,98.64,3568,100.00,99.86,1604,99.88,99.81
42,019,902300,42019902300,3568,1606,P,1756643,1756643,42,019,902700,42019902700,2103,1049,P,2973966,2973966,1597,1597,0.09,0.09,0.05,0.05,0,0.00,0.00,1,0.06,0.10
42,019,902300,42019902300,3568,1606,P,1756643,1756643,42,019,902800,42019902800,2822,1491,P,6506925,6506925,17207,17207,0.98,0.98,0.26,0.26,0,0.00,0.00,1,0.06,0.07
42,019,902300,42019902300,3568,1606,P,1756643,1756643,42,019,902900,42019902900,1960,837,P,8112936,8112936,2721,2721,0.15,0.15,0.03,0.03,0,0.00,0.00,0,0.00,0.00
42,019,902400,42019902400,2368,1323,P,1056465,1056465,42,019,902400,42019902400,2354,1314,P,1071631,1071631,1052348,1052348,99.61,99.61,98.20,98.20,2354,99.41,100.00,1314,99.32,100.00
42,019,902400,42019902400,2368,1323,P,1056465,1056465,42,019,902600,42019902600,2999,1245,P,5219021,5185656,4117,4117,0.39,0.39,0.08,0.08,14,0.59,0.47,9,0.68,0.72
42,019,902500,42019902500,3558,1744,P,1724130,1724130,42,019,902500,42019902500,3560,1745,P,1744207,1744207,1712273,1712273,99.31,99.31,98.17,98.17,3555,99.92,99.86,1743,99.94,99.89
42,019,902500,42019902500,3558,1744,P,1724130,1724130,42,019,902600,42019902600,2999,1245,P,5219021,5185656,11857,11857,0.69,0.69,0.23,0.23,3,0.08,0.10,1,0.06,0.08
42,019,902600,42019902600,2982,1230,P,5134790,5103642,42,019,902100,42019902100,2290,1216,P,1065179,1065179,9764,9764,0.19,0.19,0.92,0.92,10,0.34,0.44,5,0.41,0.41
42,019,902600,42019902600,2982,1230,P,5134790,5103642,42,019,902300,42019902300,3573,1607,P,1759113,1759113,11457,11457,0.22,0.22,0.65,0.65,0,0.00,0.00,0,0.00,0.00
42,019,902600,42019902600,2982,1230,P,5134790,5103642,42,019,902400,42019902400,2354,1314,P,1071631,1071631,19283,19283,0.38,0.38,1.80,1.80,0,0.00,0.00,0,0.00,0.00
42,019,902600,42019902600,2982,1230,P,5134790,5103642,42,019,902500,42019902500,3560,1745,P,1744207,1744207,31934,31934,0.62,0.63,1.83,1.83,5,0.17,0.14,2,0.16,0.11
42,019,902600,42019902600,2982,1230,P,5134790,5103642,42,019,902600,42019902600,2999,1245,P,5219021,5185656,5057787,5026639,98.50,98.49,96.91,96.93,2967,99.50,98.93,1223,99.43,98.23
42,019,902600,42019902600,2982,1230,P,5134790,5103642,42,019,911200,42019911200,5616,2266,P,61069026,60961969,4565,4565,0.09,0.09,0.01,0.01,0,0.00,0.00,0,0.00,0.00
42,019,902700,42019902700,2103,1048,P,2973419,2973419,42,019,902300,42019902300,3573,1607,P,1759113,1759113,1050,1050,0.04,0.04,0.06,0.06,0,0.00,0.00,0,0.00,0.00
42,019,902700,42019902700,2103,1048,P,2973419,2973419,42,019,902700,42019902700,2103,1049,P,2973966,2973966,2972369,2972369,99.96,99.96,99.95,99.95,2103,100.00,100.00,1048,100.00,99.90
42,019,902800,42019902800,2824,1491,P,6499744,6499744,42,019,902300,42019902300,3573,1607,P,1759113,1759113,8147,8147,0.13,0.13,0.46,0.46,2,0.07,0.06,1,0.07,0.06
42,019,902800,42019902800,2824,1491,P,6499744,6499744,42,019,902800,42019902800,2822,1491,P,6506925,6506925,6489718,6489718,99.85,99.85,99.74,99.74,2822,99.93,100.00,1490,99.93,99.93
42,019,902800,42019902800,2824,1491,P,6499744,6499744,42,019,902900,42019902900,1960,837,P,8112936,8112936,1879,1879,0.03,0.03,0.02,0.02,0,0.00,0.00,0,0.00,0.00
42,019,902900,42019902900,1764,767,P,8144535,8144535,42,019,902100,42019902100,2290,1216,P,1065179,1065179,1000,1000,0.01,0.01,0.09,0.09,0,0.00,0.00,0,0.00,0.00
42,019,902900,42019902900,1764,767,P,8144535,8144535,42,019,902200,42019902200,1980,1031,P,1401173,1401173,14620,14620,0.18,0.18,1.04,1.04,9,0.51,0.45,7,0.91,0.68
42,019,902900,42019902900,1764,767,P,8144535,8144535,42,019,902300,42019902300,3573,1607,P,1759113,1759113,3341,3341,0.04,0.04,0.19,0.19,3,0.17,0.08,2,0.26,0.12
42,019,902900,42019902900,1764,767,P,8144535,8144535,42,019,902600,42019902600,2999,1245,P,5219021,5185656,96865,96865,1.19,1.19,1.86,1.87,15,0.85,0.50,12,1.56,0.96
